DIRECCION_BASE	count
CL 51-TR 33 S	1
KR 38-CL 56	1
CL 127-KR 17B	1
KR 60-CL 12B	1
KR 8F-CL 36H ES	1
KR 17H-CL 89 S	1
KR 103B-CL 16B	1
KR 56A-CL 61	1
KR 97C-CL 49 S	1
AC 8-KR 30 S	1
KR 68B-CL 75A	1
CL 58L-KR 80A S	1
KR 83-CL 72	1
KR 27F-CL 71D S	1
KR 4-CL 54	1
KR 57R-CL 75K	1
AV AVENIDA CARACAS-CL 135 S	1
CL 170-KR 74	1
KR 81A-CL 13D S	1
AK 68-CL 57A S	1
CL 159-KR 9	1
CL 17H-KR 1 SE	1
CL 3A-KR 41	1
KR 23A-CL 65B S	1
AV AVENIDA BOYACA-CL 18R S	1
AC 80-KR 85A	1
KR 99-DG 24C	1
AC 63-KR 27B	1
KR 97-CL 236	1
CL 20-KR 12G S	1
CL 69B-KR 72	1
TR 77-CL 11B	1
KR 80-CL 24	1
CL 56-KR 3B SE	1
CL 12B-KR 4 S	1
CL 136-TR 72	1
KR 185-CL 69K S	1
KR 13B-CL 41 S	1
KR 115-CL 67	1
CL 22J-KR 112	1
KR 26A-CL 24 S	1
KR 10-DG 36B S	1
CL 44F-KR 45 S	1
CL 52-KR 24A S	1
KR 109A-CL 64B	1
KR 12-CL 42	1
CL 94-KR 65	1
DG 46-TR 13C S	1
KR 73C-CL 3A S	1
KR 16B-CL 42D ES	1
CL 68-KR 88C S	1
KR 116-CL 17C	1
AC 60-KR 18C S	1
CL 88-KR 111A	1
CL 53A-KR 30	1
CL 53B-KR 30	1
CL 1-KR 12A S	1
AV AVENIDA BOYACA-CL 83C	1
KR 81A-CL 6	1
CL 56G-KR 88 S	1
KR 82-CL 28C	1
CL 126-KR 43	1
CL 46-KR 21	1
CL 19-KR 5D	1
KR 84-CL 56B S	1
DG 73C-TR 73J	1
AK 30-CL 95A	1
CL 42-KR 34	1
CL 64L-KR 75	1
TR 3CBIS-CL 41B ES	1
KR 20-CL 8 ES	1
AC 145-KR 103B	1
KR 5A-CL 31A ES	1
KR 18D-CL 65B	1
KR 109A-CL 136A	1
KR 154A-CL 136A	1
TR 78H-CL 41D	1
KR 7B-CL 132	1
AK 70-CL 101	1
AV AVENIDA DEL SUR-KR 65BIS	1
KR 74B-CL 24B	1
AV AVENIDA DEL SUR-TR 64	1
CL 46D-KR 5 SE	1
KR 7-CL 36H ES	1
KR 81-CL 70A	1
CL 8-KR 88D	1
CL 73-KR 58	1
CL 37B-KR 1B	1
AK 13-CL 127	1
KR 90-CL 70	1
DG 52-KR 28 S	1
KR 81-CL 45 S	1
AK 15-CL 75	1
CL 12A-KR 71D	1
DG 69A-TR 82Z S	1
CL 71B-KR 18J S	1
AK 68-CL 22B	1
CL 75A-KR 26	1
CL 40-KR 96	1
CL 127-KR 82	1
KR 80-CL 34	1
KR 90A-CL 66A	1
KR 82-CL 23G	1
KR 68B-CL 26	1
CL 64A-KR 69	1
KR 78G-CL 13	1
AK 68-CL 57B	1
DG 47A-KR 61G S	1
DG 62G-KR 71 S	1
KR 4-CL 55	1
KR 17H-CL 72	1
AV AVENIDA CIUDAD DE CALI-CL 99A	1
CL 188A-KR 7A	1
KR 78C-CL 33 S	1
KR 107-CL 75D	1
KR 78B-CL 65H S	1
CL 4-KR 56	1
KR 107-CL 70C	1
KR 115-CL 150A	1
KR 38-CL 29A S	1
AC 12-KR 81D	1
KR 69C-CL 6A S	1
AC 80-KR 114A	1
CL 143-KR 106B	1
KR 6-CL 9A S	1
CL 38C-KR 93 S	1
CL 48-KR 2A SE	1
KR 45A-CL 135	1
DG 65A-KR 18BIS	1
CL 35A-KR 7BIS S	1
CL 16J-KR 103A	1
KR 69D-CL 2B	1
CL 69A-KR 81A	1
KR 2-CL 24	1
CL 124-KR 60	1
CL 850A-KR 36 S	1
KR 132D-CL 126B	1
AV AVENIDA CARACAS-KR 132	1
CL 132-KR 45	1
CL 40-KR 72FBIS S	1
TR 46-CL 69G S	1
AV AVENIDA LAS VILLAS-CL 137	1
CL 51B-KR 37 S	1
KR 105-CL 65A	1
DG 40-KR 34F S	1
AC 116-KR 55A	1
KR 13-DG 40A	1
KR 93-CL 75	1
KR 66-CL 55	1
KR 125-CL 66A	1
KR 2D-CL 47B S	1
CL 101-KR 11B	1
CL 43-KR 78HBIS S	1
KR 107C-CL 70B	1
KR 86-CL 81A	1
KR 95G-CL 86A	1
DG 49-KR 51 S	1
KR 21-CL 67	1
KR 72A-CL 53	1
DG 45F-TR 13K S	1
KR 24-CL 28	1
AV AVENIDA CARACAS-DG 45BISB S	1
AV AVENIDA PRIMERO DE MAYO-CL 40K S	1
CL 128B-KR 21	1
CL 42B-KR 72I S	1
CL 128-KR 49	1
CL 4A-KR 32B	1
KR 87-CL 75A	1
CL 68D-KR 19 S	1
CL 37B-KR 69B	1
DG 64ABIS-KR 17G	1
CL 36G-KR 3B	1
KR 89F-CL 38A S	1
KR 68A-CL 102	1
AV AVENIDA DE LAS AMERICAS-KR 78F	1
CL 17-KR 18G	1
CL 31-KR 14	1
DG 13BIS-KR 24D S	1
CL 69D-KR 73I S	1
CL 139-KR 93	1
KR 85-CL 65	1
CL 15-KR 3	1
AK 68-CL 76B	1
CL 19-KR 24D S	1
KR 89-CL 56H S	1
CL 50-KR 45	1
CL 59-KR 66 S	1
TR 1-CL 37BISA S	1
AV AVENIDA CIUDAD DE CALI-CL 91A	1
AK 19-CL 109A	1
CL 145-KR 105C	1
AV AVENIDA PRIMERO DE MAYO-CL 2B S	1
KR 72JBIS-CL 37D	1
AC 43-KR 89A S	1
CL 167D-KR 8	1
CL 63A-KR 38	1
CL 135-KR 17	1
AV AVENIDA CIUDAD DE QUITO-CL 95	1
TR 70C-CL 77BIS	1
KR 13-CL 95	1
CL 6D-KR 5BIS	1
AC 80-TR 81	1
CL 35-KR 72B S	1
AV AVENIDA CARACAS-AC 45	1
AC 57R-KR 75C S	1
CL 94A-KR 65	1
KR 72-CL 72B	1
KR 26C-CL 72D S	1
KR 39A-CL 37 S	1
KR 74-CL 14 S	1
KR 8-CL 86	1
KR 32B-CL 1H	1
AV AVENIDA BOYACA-DG 44BIS S	1
CL 116-KR 50 S	1
KR 71D-CL 18K S	1
KR 54-CL 76	1
CL 74A-KR 65B	1
KR 51B-CL 41 S	1
AV AVENIDA BOYACA-CL 88 S	1
KR 95A-CL 59 S	1
KR 475-CL 45	1
KR 11-CL 53D E	1
KR 7-CL 78B	1
KR 70C-CL 70D	1
KR 98A-CL 22G	1
CL 11-KR 25 S	1
CL 50A-KR 9	1
KR 91-CL 88A	1
AC 127-KR 59	1
KR 14-CL 50 ES	1
CL 39A-KR 51	1
CL 156A-KR 8A	1
CL 83A-KR 71C	1
CL 82-KR 91A	1
CL 93B-KR 12	1
KR 76-CL 57B S	1
CL 145A-KR 13	1
KR 11-CL 105	1
CL 25G-KR 103	1
KR 88C-CL 51A	1
KR 59C-CL 87N S	1
DG 60-KR 75D S	1
KR 5N-CL 49H S	1
KR 1-CL 90D ES	1
KR 17-CL 142	1
CL 71IBIS-KR 27B S	1
TR 23A-CL 47 S	1
CL 34A-KR 95A S	1
CL 6A-KR 70B	1
CL 42A-KR 97D S	1
CL 153-KR 14	1
KR 78J-CL 52 S	1
KR 11-CL 45C ES	1
KR 42-CL 72A	1
AV AVENIDA CUIDAD DE VILLAVICENCIO-CL 55A S	1
KR 28-CL 16	1
CL 43-KR 79B S	1
CL 67-KR 20C S	1
AV AVENIDA CUIDAD DE VILLAVICENCIO-KR 49 E	1
KR 67A-CL 13	1
KR 81-CL 76A	1
KR 97-CL 133A	1
CL 46B-KR 77Q S	1
CL 115-KR 54	1
AC 43-KR 80G S	1
KR 5B-CL 51B ES	1
CL 27B-KR 1A SE	1
KR 32A-CL 30	1
AV AVENIDA BOYACA-TR 36A	1
CL 87A-KR 92	1
KR 86F-CL 34BIS	1
KR 80-CL 41C	1
CL 10-KR 41B	1
KR 11-CL 53D ES	1
AV AVENIDA CARACAS-CL 111 S	1
CL 2A-KR 53A	1
KR 62-CL 61B	1
CL 163A-KR 8C	1
KR 94C-CL 131CBIS	1
CL 8C-KR 7 SE	1
KR 32B-CL 1A	1
DG 65B-KR 18Q S	1
CL 26-KR 21A	1
KR 98-CL 16	1
CL 65-KR 20B S	1
AV AVENIDA BOYACA-KR 17H E	1
KR 81-CL 70ABIS S	1
KR 41-CL 72	1
KR 14V-CL 14V S	1
DG 57-KR 75 S	1
CL 65A-KR 18 S	1
AC 132-KR 105B	1
DG 46-KR 15A S	1
TR 80-DG 90 S	1
KR 70-CL 61 S	1
CL 59-KR 60A S	1
CL 71A-KR 82G S	1
CL 43F-KR 68I	1
KR 89-CL 56F S	1
CL 54-KR 93D S	1
CL 62D-KR 73I S	1
CL 70-KR 80I S	1
KR 36A-CL 152B	1
CL 81-KR 86	1
KR 20DBIS-CL 69B S	1
KR 15-CL 57B S	1
CL 24-KR 108B	1
CL 61-KR 112D	1
CL 72F-KR 34 S	1
KR 20-CL 70C	1
CL 74-KR 34BBIS S	1
AK 68-CL 78B	1
CL 130C-KR 95B	1
AK 19-CL 32	1
CL 101B-KR 1D	1
KR 53DBIS-CL 4BIS	1
CL 65ABIS-KR 18 S	1
TR 91-CL 135	1
KR 1-DG 73	1
AV AVENIDA DEL SUR-CL 17A S	1
AK 45-CL 231	1
CL 163-KR 16C	1
KR 6A-CL 190	1
DG 72-KR 2	1
CL 42B-KR 95	1
CL 81A-KR 92	1
KR 8-CL 88A S	1
DG 61A-KR 61A	1
CL 145A-KR 94B	1
CL 129C-KR 105	1
AK 27-CL 31C S	1
CL 159A-KR 45	1
CL 61-KR 15A S	1
CL 80-KR 80B	1
KR 19C-CL 26A S	1
CL 185-KR 19	1
CL 67F-KR 26	1
CL 127D-KR 53A	1
AV AVENIDA BOYACA-CL 3H S	1
AK 19-CL 11A	1
CL 8-KR 10 S	1
KR 29BIS-CL 26C S	1
DG 61-KR 22I S	1
TR 83BISA-CL 72	1
KR 16BBIS-CL 80	1
CL 60-KR 22A S	1
KR 114-CL 198	1
KR 53A-CL 6	1
KR 156-CL 7	1
KR 92-CL 80	1
CL 157-KR 107	1
CL 69B-KR 18Z S	1
KR 4-CL 188B	1
AV AVENIDA LUIS CARLOS GALAN-KR 98	1
CL 57B-KR 98C S	1
AV AVENIDA PRIMERA DE MAYO-CL 75A S	1
DG 77-KR 70D	1
KR 65-CL 3	1
TR 13H-DG 46 S	1
KR 89C-CL 42F	1
CL 80-KR 27 S	1
CL 50B-KR 52	1
CL 58-KR 104A S	1
CL 71-KR 28B	1
DG 56BIS-KR 36A S	1
CL 44B-KR 13A SE	1
AK 70-CL 67B	1
AC 151-KR 14BIS	1
KR 94-CL 83	1
CL 46D-KR 4 SE	1
CL 68A-TR 78L S	1
CL 82C-KR 18I S	1
CL 128-KR 53	1
CL 40C-KR 72KBISB S	1
CL 61-TR 20C S	1
KR 96K-CL 24	1
CL 90-KR 83A	1
AV AVENIDA BOYACA-CL 90 S	1
CL 69A-KR 97C	1
KR 17H-CL 91 ES	1
CL 70J-KR 18L S	1
CL 92B-KR 16	1
KR 129A-CL 142C	1
TR 93-CL 78HBIS	1
CL 107A-KR 7C	1
CL 63-KR 85J	1
KR 78H-CL 51 S	1
KR 44C-CL 22B	1
KR 60-CL 125	1
CL 3-KR 4C S	1
CL 74B-KR 88A S	1
AK 116-CL 17D	1
KR 78B-CL 3 S	1
KR 3A-CL 30 S	1
CL 76-KR 80M S	1
AV AVENIDA SUBA-CL 125A	1
CL 41B-KR 14	1
AK 45-CL 152B	1
KR 126A-CL 17BIS	1
CL 63D-KR 71D	1
KR 124-CL 22	1
AK 19-CL 28	1
KR 80F-CL 41FBIS	1
CL 71-KR 89BISA S	1
CL 42G-KR 102C	1
CL 131A-KR 91	1
CL 10-KR 38B	1
KR 33-CL 47BIS S	1
CL 65F-KR 77M S	1
KR 22-CL 103	1
KR 72G-CL 42B	1
KR 27-CL 31C S	1
DG 52-KR 29 S	1
CL 28CBIS-KR 9 SE	1
CL 43-KR 51BBIS S	1
KR 26-CL 16 S	1
TR 4-CL 33A ES	1
AK 38-CL 68	1
CL 55-KR 71B	1
KR 19C-CL 41 S	1
CL 28-KR 22B S	1
KR 71B-CL 54B	1
AV AVENIDA AGOBERTO MEJIA CIFUENTES-CL 12A	1
CL 97-KR 11A	1
KR 31-CL 14	1
TR 79-DG 2	1
CL 9A-KR 0	1
KR 140-CL 137	1
KR 68-CL 70C	1
AV AVENIDA DE LAS AMERICAS-CL 82A	1
KR 50-CL 80 S	1
KR 95-CL 56	1
KR 19F-CL 70 S	1
KR 18L-CL 69L	1
KR 25-CL 1H	1
DG 42A-KR 80J S	1
AC 17-KR 59	1
CL 127B-KR 46	1
KR 85C-CL 52A	1
KR 8B-CL 41A S	1
CL 35-KR 68A S	1
CL 42GBISA-KR 86A S	1
AV AVENIDA BOYACA-CL 1A	1
CL 188A-KR 5B	1
AC 17-KR 131	1
CL 100-KR 77	1
KR 87D-CL 128	1
KR 71ABIS-CL 64	1
KR 7-CL 76A ES	1
CL 143-KR 72	1
KR 78C-CL 51B	1
DG 84-KR 2 SE	1
KR 62-CL 20	1
KR 25-CL 72	1
KR 34A-CL 31 ES	1
CL 20B-KR 42	1
KR 23-CL 47B S	1
KR 5LBIS-CL 48J S	1
KR 17-CL 20 S	1
CL 54-KR 93G S	1
KR 1A-CL 163	1
KR 72-CL 43C	1
AV AVENIDA BOYACA-CL 62A S	1
KR 33-CL 51B	1
KR 17A-CL 42L ES	1
KR 67-CL 46	1
AC 26-KR 71D	1
KR 20-CL 70DBIS S	1
TR 70-AC 86A	1
CL 65A-KR 73A	1
KR 53-CL 57	1
CL 144-KR 118	1
CL 50-KR 94	1
KR 90B-CL 58 S	1
TR 78-CL 52B S	1
KR 7-CL 27BIS	1
CL 73A-KR 90BIS	1
CL 11-KR 11 E	1
CL 33-KR 40A	1
CL 164B-KR 15B	1
AK 10-CL 22B S	1
CL 25-KR 13A	1
KR 70-CL 8	1
CL 37-KR 130	1
CL 17-KR 42B	1
CL 66-KR 78J	1
CL 85BIS-KR 94H	1
CL 31-KR 71F S	1
CL 57A-KR 36	1
CL 65C-TR 77M S	1
CL 151-KR 102A	1
AK 14-CL 47	1
CL 43-TR 13 S	1
KR 87I-CL 76BIS	1
CL 63D-KR 72	1
AK 104-CL 134	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 78D	1
AC 51-KR 16	1
CL 35-KR 5 S	1
KR 8A-CL 40A ES	1
KR 87-CL 81	1
AK 45-CL 52C	1
TR 14-CL 51 S	1
KR 124-CL 130A	1
KR 8-CL 86 ES	1
AK 10-CL 22 ES	1
AV AVENIDA CARACAS-KR 54	1
KR 80-CL 52C S	1
CL 47-KR 13F SE	1
AC 145-KR 111	1
KR 96-CL 16I	1
TR 13-DG 48C S	1
CL 22-KR 2A E	1
CL 6BBIS-KR 79B	1
KR 107-DG 8C	1
KR 141A-CL 139	1
CL 39-KR 4	1
CL 38-KR 87I	1
KR 68-CL 27 S	1
CL 17-KR 55A	1
DG 77B-AK 119	1
CL 69D-KR 45A	1
KR 10H-CL 25A ES	1
CL 129CBIS-KR 105	1
AC 27-KR 13 S	1
KR 10B-CL 17B S	1
KR 64A-CL 5A	1
CL 70-KR 14A	1
CL 57A-KR 78H	1
CL 54C-KR 100	1
CL 161A-KR 14B	1
CL 23B-KR 118A	1
KR 50-CL 87A	1
CL 83A-KR 24	1
CL 78-KR 1	1
AC 17-KR 113	1
KR 11B-CL 52 S	1
TR 73-CL 61 S	1
AC 19-KR 31	1
AK 97-CL 16J	1
KR 86-CL 111C	1
CL 136BIS-KR 14 SE	1
KR 68H-CL 21A S	1
CL 72A-KR 15 SE	1
KR 87-CL 59C S	1
CL 102-KR 18A	1
KR 42-CL 17	1
KR 36-CL 18	1
CL 100-KR 74	1
CL 12B-KR 28	1
KR 54-CL 70C	1
KR 1-CL 82	1
CL 89-KR 87A	1
CL 58C-KR 48B S	1
AV AVENIDA LUIS CARLOS GALAN-AV AVENIDA CIUDAD DE VILLAVICENCIO	1
KR 69R-CL 69	1
CL 58-KR 50	1
KR 92B-CL 42A S	1
AC 22-KR 12J S	1
CL 3-KR 18A S	1
CL 34A-KR 89C	1
KR 52-CL 128BIS	1
KR 69M-CL 85	1
KR 3-CL 71 S	1
KR 78C-CL 68B S	1
TR 97-CL 17	1
KR 71C-CL 5B	1
CL 56A-KR 24	1
KR 7-CL 106A	1
KR 64BIS-CL 85	1
AC 19-KR 24	1
CL 72F-KR 112BIS	1
KR 87-CL 1BIS	1
AK 45-CL 107	1
CL 42-KR 78D	1
AK 86A-CL 45 S	1
CL 2A-KR 6 SE	1
KR 1-CL 65	1
KR 25-CL 70M S	1
CL 8A-KR 81F	1
KR 1-CL 61	1
AC 3-KR 53BBIS	1
AC 19-KR 39	1
CL 70B-KR 23 S	1
KR 19-CL 73	1
KR 7-CL 24 S	1
KR 72A-CL 38	1
CL 58C-KR 86A S	1
KR 72B-CL 23	1
KR 19A-CL 53 S	1
KR 771-CL 65 S	1
KR 17F-CL 77BISA S	1
CL 35C-KR 26C	1
CL 181-KR 6	1
CL 138-KR 154BIS	1
CL 39-KR 112B	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 37 S	1
KR 71C-CL 57B	1
CL 10-KR 24	1
KR 14V-DG 69F	1
TR 6C-CL 32B S	1
DG 49-KR 86A S	1
KR 97B-CL 20C	1
AV AVENIDA BOYACA-CL 29B	1
KR 39-CL 10	1
KR 80-CL 11B	1
AV AVENIDA CIUDAD DE CALI-CL 536 S	1
CL 20-KR 104A	1
CL 67BIS-KR 17C S	1
CL 24-KR 69 S	1
AC 10-KR 21	1
AC 83-KR 14	1
KR 1D-CL 81B ES	1
AV AVENIDA LUIS CARLOS GALAN-CL 52	1
CL 61-KR 24	1
KR 2-CL 109	1
CL 79B-KR 28B	1
AC 72-KR 21A	1
CL 256-KR 85B	1
KR 71A-CL 97	1
CL 11F-KR 72	1
AC 72-KR 110F	1
AC 13-KR 74	1
AV AVENIDA CARACAS-KR 45A S	1
CL 28-KR 6	1
TR 42-CL 11A	1
CL 103C-KR 102A	1
KR 8-CL 2 E	1
CL 63-KR 1C SE	1
TR 50-CL 68B S	1
TR 178C-CL 6	1
CL 129C-KR 95B	1
KR 60-CL 63B	1
DG 115-KR 70D	1
CL 45BISB-TR 14 S	1
CL 68A-KR 1 SE	1
CL 67A-KR 78L S	1
CL 15A-KR 19	1
CL 87-KR 3A	1
CL 63-KR 79G S	1
KR 70-CL 22D S	1
DG 63-TR 22	1
KR 1-CL 12B E	1
KR 77VBIS-DG 52A S	1
KR 12-CL 144	1
CL 66-KR 87P S	1
CL 68B-KR 9B SE	1
KR 57-CL 71	1
KR 23A-CL 70D S	1
CL 48J-TR 5H	1
KR 3-CL 2D	1
CL 134A-KR 11B	1
CL 87-KR 19A	1
KR 32B-CL 9A S	1
AK 48-CL 4B	1
CL 64D-KR 69L	1
CL 118A-KR 64	1
CL 105A-KR 143	1
DG 16-KR 101	1
CL 164B-KR 8	1
KR 158B-CL 138A	1
CL 3F-KR 96J	1
CL 64D-TR 112BBIS	1
KR 48-CL 127A	1
KR 96-CL 42F S	1
KR 78-CL 55 S	1
AV AVENIDA CUIDAD DE VILLAVICENCIO-KR 78C	1
CL 132-KR 409A	1
CL 63B-KR 16	1
KR 19A-CL 103	1
CL 103A-KR 11B	1
CL 61ABIS-KR 19D S	1
AC 19-KR 146	1
AV AVENIDA DE LA CONSTITUCION-CL 50	1
KR 20-CL 127B	1
CL 51-KR 81 S	1
AV AVENIDA PRIMERA DE MAYO-TR 73D	1
KR 10-CL 49ABIS S	1
KR 147A-CL 139	1
CL 22-KR 13B S	1
KR 103-CL 75C	1
TR 94-CL 23I	1
AV AVENIDA PRIMERA DE MAYO-KR 41A S	1
AK 5-CL 9	1
TR 1-CL 68	1
AV AVENIDA BOYACA-CL 14A	1
AC 47B-KR 24 S	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 44C S	1
CL 74A-KR 116B	1
KR 52C-CL 25 S	1
CL 9A-KR 88	1
CL 64-KR 64	1
KR 91-CL 96A	1
CL 80BIS-KR 94A S	1
CL 68-KR 72 S	1
CL 55-KR 87G S	1
CL 169-KR 67	1
CL 10-KR 19 S	1
KR 58-CL 125B	1
AC 23-KR 68C	1
AC 19-KR 104	1
DG 60-TR 3B S	1
KR 57-CL 119A	1
CL 3-KR 14	1
TR 42-CL 39D S	1
CL 33-KR 82C S	1
KR 72-CL 164	1
CL 132B-KR 114	1
CL 45-KR 23	1
KR 10-CL 94	1
AK 86-CL 25D	1
CL 71A-KR 86G S	1
KR 17F-CL 70B S	1
KR 11A-CL 28 S	1
AC 57-KR 17	1
KR 79-CL 14 S	1
KR 50-CL 86C	1
AV AVENIDA CIRCUNVALAR-KR 66	1
KR 10B-CL 22BIS S	1
KR 5-CL 66	1
KR 92A-CL 54 S	1
KR 96-CL 157A	1
TR 78L-CL 68C S	1
CL 31-KR 4 SE	1
KR 109-CL 24	1
DG 34-KR 68B S	1
CL 6A-KR 5	1
CL 71-KR 76A	1
KR 97D-CL 42 S	1
CL 80-KR 64D	1
DG 72-TR 18 S	1
KR 65B-CL 74A	1
CL 23BIS-KR 104B	1
KR 13-CL 52D	1
CL 84-KR 13	1
KR 59-CL 151	1
CL 49-KR 1 S	1
KR 18D-CL 65A S	1
CL 105A-KR 7B E	1
KR 51C-CL 91	1
KR 95-CL 127B	1
KR 62-CL 9A	1
AK 71B-CL 53A S	1
AC 80-TR 80	1
CL 145-KR 55	1
CL 6C-KR 92 S	1
KR 39B-CL 4B	1
CL 22H-KR 105	1
AK 9-CL 191	1
KR 69F-CL 64	1
KR 79-CL 20	1
CL 127D-TR 60	1
DG 50-KR 5F S	1
CL 127-KR 65	1
AV AVENIDA PRIMERO DE MAYO-CL 11A S	1
KR 79-CL 70C	1
CL 25G-KR 95A	1
KR 100-CL 74A	1
DG 49ABIS-KR 2C SE	1
KR 27-CL 37BIS S	1
TR 78-CL 7ABIS	1
CL 63-KR 96A	1
AV AVENIDA CARACAS-CL 44B S	1
KR 16-CL 54ABIS	1
AC 24-KR 50	1
CL 132-KR 101B	1
KR 40-CL 90	1
CL 23-KR 13A	1
TR 53A-CL 3	1
CL 37B-KR 68M S	1
KR 26-CL 63A	1
CL 53C-KR 28	1
DG 71-KR 18Q S	1
CL 62B-KR 85B S	1
CL 26A-KR 4A	1
KR 56B-CL 70C	1
AC 7-KR 0	1
CL 26A-KR 13	1
KR 80H-CL 51A S	1
CL 126-KR 11B	1
KR 35-CL 8 S	1
CL 48PBISC-KR 3 S	1
KR 69K-CL 79	1
CL 45-KR 6A SE	1
CL 13-TR 24I S	1
KR 14-DG 48 S	1
KR 114B-CL 152B	1
KR 59A-CL 36	1
KR 37-CL 22	1
KR 34-CL 16	1
CL 77A-KR 78BIS S	1
AC 27-KR 12L S	1
AK 86-CL 2A	1
KR 34-CL 13	1
KR 18I-CL 69L S	1
CL 8-KR 82B	1
KR 66-CL 67F	1
DG 55-TR 13B SE	1
KR 12M-CL 69A S	1
KR 26A-CL 2 S	1
KR 2A-CL 38 S	1
KR 7-CL 44 ES	1
KR 110-CL 75C	1
CL 28-KR 68D	1
CL 12-KR 60	1
KR 77-CL 65 S	1
CL 93-KR 14 SE	1
KR 16A-CL 33	1
CL 76-KR 65A S	1
CL 126-KR 18	1
KR 9FBIS-DG 40 S	1
AC 34-KR 5 SE	1
CL 25A-KR 44	1
KR 5P-CL 48 S	1
CL 34-KR 80 S	1
AV AVENIDA BOYACA-KR 14V E	1
TR 14T-CL 68 S	1
AK 69H-CL 79A	1
AV AVENIDA CIUDAD DE CALI-CL 5B	1
AV AVENIDA CARACAS-CL 136C S	1
TR 77-CL 68B S	1
KR 58C-CL 132	1
KR 82B-CL 54 S	1
CL 11-KR 7 SE	1
KR 92-CL 61BIS S	1
KR 15-CL 31B	1
KR 79-CL 18	1
CL 33-TR 19	1
KR 10B-CL 19A ES	1
AK 27-CL 15 S	1
CL 11-KR 7B SE	1
CL 68-KR 89B	1
TR 71D-CL 06	1
KR 73D-CL 35C S	1
CL 139-KR 90A	1
CL 56-KR 4P SE	1
CL 53C-KR 85C S	1
KR 80-CL 2B	1
CL 16-KR 21A	1
AC 3-KR 3G	1
CL 18A-KR 29A S	1
KR 97-CL 25	1
CL 43A-KR 12 SE	1
KR 6-CL 81	1
KR 50-CL 57A	1
KR 119-CL 24	1
DG 32-KR 13D S	1
CL 28-KR 32	1
CL 158-KR 99A	1
CL 75-KR 80J S	1
CL 45-KR 72KBIS S	1
KR 7C-CL 131	1
CL 152B-KR 86	1
KR 78-CL 3 S	1
CL 75D-KR 8B SE	1
CL 53-KR 138	1
TR 80A-CL 65G S	1
CL 38C-KR 89	1
DG 4A-KR 8 E	1
CL 39-KR 15	1
CL 161A-KR 7G	1
KR 10-CL 13 ES	1
KR 5-CL 46G S	1
KR 71D-CL 49A	1
TR 49-CL 68 S	1
CL 65BIS-KR 77M	1
KR 70G-CL 69G	1
CL 35B-KR 26D S	1
KR 14L-CL 69D	1
KR 8-CL 0 ES	1
KR 111C-CL 64	1
CL 19A-KR 1 E	1
CL 195-KR 18	1
KR 80B-CL 45A S	1
CL 31D-KR 2A SE	1
KR 69C-CL 70A	1
CL 6-KR 88	1
TR 56-CL 115A	1
KR 28A-CL 71P S	1
CL 53A-KR 21	1
AV AVENIDA DEL SUR-KR 61B	1
KR 10C-CL 98 S	1
AC 53-KR 53	1
KR 9B-CL 27B ES	1
CL 74-KR 81G S	1
TR 30-CL 51 S	1
KR 12-CL 57 S	1
CL 128-KR 91B	1
CL 4-KR 12	1
KR 13-CL 20 ES	1
CL 5B-KR 78	1
KR 73-CL 40C	1
CL 160-KR 3	1
KR 94-CL 130A	1
KR 27A-CL 78	1
KR 81G-CL 46 S	1
KR 129A-CL 142F	1
TR 78L-CL 51	1
KR 70B-CL 38B S	1
TR 74A-CL 40F S	1
CL 58N-KR 80 S	1
CL 70-KR 10	1
TR 94C-CL 82	1
KR 196-CL 64	1
KR 102BIS-CL 139	1
KR 87DBIS-CL 56F S	1
AC 53-KR 68	1
AV AVENIDA CAMINO DEL PRADO-CL 22	1
CL 68BIS-KR 74A	1
CL 69B-KR 78 S	1
CL 1C-KR 35C	1
CL 74BBIS-KR 14M S	1
KR 9-CL 22C S	1
CL 183-KR 29	1
AV AVENIDA LUIS CARLOS GALAN-AK 65	1
TR 73A-CL 40H S	1
KR 3-CL 47A ES	1
TR 6BBIS-DG 48KBIS S	1
KR 8-DG 3A E	1
KR 98A-CL 22A	1
DG 48B-KR 21 S	1
KR 24-CL 47C	1
KR 11-CL 19 ES	1
CL 133-KR 19	1
KR 79-CL 68 S	1
KR 32-CL 63	1
KR 104B-CL 128F	1
KR 69D-CL 2	1
AK 105F-CL 68	1
CL 95-KR 67A	1
CL 6-KR 00	1
CL 168-KR 48	1
CL 167-KR 16D	1
KR 81I-CL 83C S	1
KR 62-CL 162D	1
CL 86-KR 89H	1
CL 88-KR 112G	1
KR 86A-DG 129B	1
AV AVENIDA CARACAS-CL 321ABIS S	1
CL 69-KR 10 S	1
CL 60-KR 77K S	1
CL 65-KR 73 S	1
KR 73-CL 131A	1
KR 81-CL 45BIS S	1
CL 14A-KR 88	1
CL 73-KR 69J	1
CL 23-KR 24F	1
CL 193-KR 11A	1
CL 95A-KR 14 S	1
KR 16B-CL 59 S	1
CL 63-KR 85A	1
AV AVENIDA LUIS CARLOS GALAN-KR 68D	1
KR 80B-CL 58L	1
KR 87-CL 53C S	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 65A S	1
CL 43-KR 10A	1
