DIRECCION_BASE	count
KR 27BBIS-CL 64A	1
KR 32-CL 63 S	1
AV AVENIDA BOYACA-KR 17B	1
DG 71ABIS-KR 51	1
KR 8C-CL 39 ES	1
CL 2ABIS-KR 58	1
KR 94G-CL 91A	1
KR 46-CL 20A	1
KR 140-CL 66	1
KR 11BIS-CL 81B ES	1
CL 40-KR 72J S	1
CL 73B-KR 77J S	1
KR 45-CL 163D	1
KR 49-CL 95	1
CL 17-KR 64F	1
KR 26-CL 75A S	1
KR 81-CL 65A S	1
AC 9-KR 53F	1
KR 18C-CL 52 S	1
CL 64F-TR 103	1
KR 56A-CL 2B	1
DG 77B-TR 119A	1
KR 18C-CL 16 S	1
CL 92-KR 14D S	1
KR 20-CL 34 S	1
KR 7-CL 234A	1
KR 4-CL 1C	1
KR 11-CL 17A S	1
KR 18-CL 75 S	1
CL 17B-KR 116	1
CL 7-KR 1A	1
KR 89-CL 56G S	1
KR 13-CL 165	1
AK 9-CL 105	1
DG 74ABIS-KR 83	1
KR 92A-CL 7	1
KR 89-CL 42F S	1
DG 75-KR 3	1
AK 86-CL 10A	1
KR 82-CL 29A	1
AV AVENIDA BOYACA-AC 25	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 89	1
CL 81-KR 4 SE	1
KR 29-CL 33	1
KR 87I-CL 34 S	1
AC 93-KR 18	1
KR 7BIS-CL 124	1
KR 89BIS-CL 70C S	1
CL 113-KR 106	1
KR 103B-CL 151C	1
KR 22-CL 74 S	1
DG 85-TR 81ABIS	1
KR 72C-CL 8 S	1
CL 3-KR 3A	1
CL 36-KR 20A S	1
AV AVENIDA CIUDAD DE CALI-CL 92B	1
KR 17H-CL 5 ES	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 78G	1
AV AVENIDA DEL SUR-CL 57H	1
CL 125-KR 53A	1
KR 18-CL 39B	1
CL 78BISA-KR 18I S	1
AK 10-CL 5	1
AC 3-TR 42	1
AV AVENIDA CIRCUNVALAR-KR 42	1
KR 96-CL 159	1
KR 3B-CL 34A	1
KR 17A-DG 81BIS S	1
CL 123-KR 14	1
AC 6-KR 11A	1
CL 47B-TR 23A S	1
KR 19-CL 62	1
AK 96-CL 25G	1
CL 60-KR 80	1
CL 90A-KR 95D	1
CL 123-KR 47	1
TR 45-CL 134	1
KR 139-CL 143	1
CL 63A-KR 122	1
AC 70A-KR 92A	1
CL 60-KR 80J S	1
KR 149C-CL 132D	1
CL 74-KR 64	1
AV AVENIDA DE LAS AMERICAS-TR 68	1
KR 17-CL 3A	1
KR 92-CL 86BIS	1
KR 73A-CL 82	1
CL 108-KR 8A	1
CL 130C-KR 93B	1
DG 53-TR 37A	1
AV AVENIDA PRIMERO DE MAYO-CL 95 S	1
AC 23-KR 96K	1
CL 161A-KR 18A	1
CL 6-KR 42H	1
KR 19-CL 40B S	1
KR 71-CL 57B S	1
KR 1-CL 96 ES	1
KR 110-CL 79	1
AV AVENIDA BOYACA-KR 48 S	1
CL 55-KR 27 S	1
CL 9-KR 11	1
KR 88C-CL 68 S	1
AC 127-KR 16A	1
CL 64A-KR 73 S	1
KR 7B-CL 153A	1
AC 1-KR 14B S	1
KR 12D-DG 32	1
KR 15-CL 119A	1
CL 52B-KR 31 S	1
AC 80-KR 31	1
KR 66-CL 78	1
CL 146-KR 16	1
CL 161-KR 4A	1
KR 51-CL 129	1
KR 66-CL 68	1
KR 56-CL 155	1
AV AVENIDA BOYACA-CL 37A	1
DG 44B-KR 16	1
KR 10D-CL 36D S	1
CL 122-KR 12	1
DG 8-KR 71 S	1
KR 81-CL 21	1
CL 62HBIS-KR 74A S	1
CL 201-KR 45	1
DG 35A-KR 68 S	1
KR 154-CL 131B	1
AV AVENIDA BOYACA-KR 3H	1
CL 49A-KR 38 S	1
KR 122-CL 63	1
DG 47A-KR 72 S	1
DG 40-TR 34F S	1
CL 173-KR 7	1
CL 127B-KR 45	1
AC 82-KR 7	1
KR 19D-CL 59 S	1
KR 114-CL 142	1
KR 80B-CL 48 S	1
CL 2-KR 53F	1
CL 19-KR 24F S	1
KR 69-CL 63C	1
KR 2D-CL 49A ES	1
CL 57-KR 72B S	1
CL 23-KR 100	1
KR 12-CL 38 ES	1
KR 1-CL 61 ES	1
CL 38-KR 78K	1
CL 38B-KR 50C S	1
DG 52CBIS-KR 27 S	1
CL 26-KR 31 S	1
CL 125-KR 7C	1
CL 19-KR 105	1
CL 134-KR 7BIS	1
CL 68-KR 69K	1
KR 67-CL 42	1
KR 70B-CL 102	1
KR 88G-CL 49C S	1
TR 60-CL 127A	1
DG 101A-KR 5B	1
CL 62-KR 23C S	1
AV AVENIDA LUIS CARLOS GALAN-CL 69	1
CL 92-KR 18A	1
CL 71-KR 3 S	1
AK 68-CL 77	1
CL 73-KR 57A	1
CL 228-KR 45	1
AC 13-KR 12	1
TR 76-CL 80I	1
TR 30-CL 53 S	1
AK 89-CL 34	1
KR 16F-CL 102	1
CL 16JBIS-KR 111A	1
CL 218-KR 45	1
CL 68A-KR 68A	1
AK 14-CL 17 S	1
AC 3-KR 36	1
KR 77CBIS-CL 23 S	1
AK 30-CL 17B	1
KR 17J-CL 64ABIS S	1
CL 52G-KR 36A	1
AC 26-KR 43A	1
KR 19B-CL 59A S	1
KR 72A-CL 71A	1
TR 88-CL 133	1
CL 90-KR 7 SE	1
KR 26A-CL 23	1
KR 27-CL 1F S	1
AC 138-KR 54A	1
CL 19B-KR 4B	1
AK 13F-CL 56 S	1
CL 42B-KR 72Q S	1
KR 112-CL 17B	1
AV AVENIDA AGOBERTO MEJIA CIFUENTES-CL 137B	1
KR 68D-CL 98	1
AC 17-KR 92	1
AV AVENIDA BOYACA-CL 132BIS	1
KR 80-CL 9 S	1
KR 17H-CL 110 ES	1
KR 14-CL 66A	1
CL 52-KR 84 S	1
CL 147C-KR 95	1
CL 62A-KR 22A S	1
AK 10-CL 1 ES	1
AK 10-CL 3 S	1
AK 7-CL 123A	1
CL 63-KR 24A	1
CL 159-KR 8C	1
CL 6-KR 71D	1
AK 24-CL 116	1
CL 70-KR 78 S	1
KR 76-CL 57Z S	1
CL 71P-KR 28B	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 19C S	1
AV AVENIDA BOYACA-KR 6D	1
TR 44-CL 50 S	1
KR 72-CL 02	1
KR 72-CL 130	1
CL 42-KR 8 SE	1
CL 70-KR 46C S	1
KR 10-CL 42	1
TR 72F-CL 43 S	1
CL 127-KR 70C	1
CL 47-KR 20 S	1
DG 48Y-TR 5C S	1
CL 65-KR 26	1
CL 73A-KR 51	1
KR 19A-CL 159	1
KR 111B-CL 63BIS	1
KR 25-CL 11	1
KR 21-CL 169C	1
KR 108A-CL 70DBIS	1
CL 145-KR 145A	1
KR 88-CL 59 S	1
KR 52-CL 21	1
CL 79-KR 53	1
KR 28-CL 53B S	1
KR 103A-CL 64A	1
CL 20A-KR 6A	1
KR 2-CL 16A	1
KR 17J-CL 69 S	1
CL 73CBIS-KR 27 S	1
CL 30D-KR 7A	1
AK 19-CL 127BBIS	1
CL 127D-KR 53	1
KR 69B-CL 71	1
AC 13-KR 908	1
KR 72J-CL 48A	1
KR 5F-CL 22 S	1
CL 100-KR 5	1
CL 69-KR 76G S	1
AC 170-KR 15	1
KR 67A-CL 11	1
KR 19F-CL 71J S	1
CL 79B-KR 70F	1
CL 43-KR 72D S	1
CL 73-KR 107	1
KR 37A-CL 11	1
CL 78-KR 102	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 20B	1
CL 49-TR 3B S	1
CL 152-KR 114C	1
CL 1-KR 9 SE	1
TR 20-DG 46	1
CL 78D-KR 18Q	1
KR 7-CL 22	1
CL 37-KR 5	1
AK 60-CL 100	1
CL 138-KR 11	1
AV AVENIDA CENTENARIO-CL 96A	1
CL 1-KR 45	1
DG 42C-KR 25 S	1
CL 22B-KR 56	1
KR 86C-DG 46 S	1
KR 14-CL 46G	1
KR 55H-CL 134	1
KR 89D-CL 38C S	1
KR 17H-CL 87B S	1
KR 35A-CL 55	1
KR 20-CL 108	1
TR 94L-AC 80A	1
CL 65-KR 69B	1
CL 13-KR 68H	1
CL 72A-KR 92A	1
KR 33-CL 68B S	1
TR 76C-CL 84	1
KR 79G-CL 58N S	1
KR 118-CL 143K	1
DG 81I-TR 74C	1
CL 27-KR 12B SE	1
KR 111A-CL 139	1
TR 2B-CL 19 ES	1
DG 87-KR 14I S	1
DG 83-KR 01 S	1
KR 91-CL 64	1
CL 65-KR 81I S	1
CL 127C-KR 2B	1
AK 97-CL 16C	1
AC 100-KR 18A	1
KR 80-CL 251	1
CL 3-KR 38C	1
TR 35BIS-CL 27B S	1
CL 57A-KR 79A	1
TR 52-CL 22 S	1
CL 26-KR 78N S	1
KR 95G-CL 91A	1
CL 77C-KR 116	1
CL 42-KR 68 S	1
CL 80-KR 100D	1
KR 89B-CL 51A	1
CL 128C-KR 46	1
TR 78-CL 69 S	1
DG 142A-KR 128	1
CL 57B-KR 63	1
CL 70-TR 70C S	1
CL 65-KR 35 S	1
AK 15-CL 102	1
KR 24G-CL 17 S	1
KR 82A-CL 62 S	1
AC 80-KR 68A	1
AV AVENIDA PRIMERO DE MAYO-KR 35D	1
KR 51D-CL 37 S	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 70BIS	1
CL 135B-KR 124D	1
CL 79-KR 68	1
TR 4A-CL 60 E	1
CL 17-KR 17 S	1
KR 57D-CL 37A	1
KR 44-CL 69D S	1
KR 4-CL 6F ES	1
CL 40H-KR 74D	1
KR 14-CL 68	1
AV AVENIDA BOYACA-KR 84	1
KR 42-CL 12A	1
CL 3-KR 20A	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-AV AVENIDA EL TINTAL	1
CL 68C-KR 76B S	1
KR 25B-CL 39 S	1
KR 1-CL 102 ES	1
CL 71F-KR 80I S	1
AV AVENIDA BOYACA-CL 94A	1
KR 14A-CL 184	1
AV AVENIDA DEL SUR-CL 57D S	1
KR 109A-CL 132CBIS	1
CL 51A-KR 6A	1
CL 14BIS-KR 14A	1
KR 112-CL 64A	1
KR 71A-CL 58 S	1
KR 91-CL 129A	1
DG 92-KR 93B	1
KR 17H-CL 1 S	1
CL 22BIS-KR 9D E	1
CL 38-KR 89C	1
AK 7-CL 93	1
KR 72M-CL 35B S	1
KR 99-CL 23G	1
AC 79-KR 71B	1
CL 168-KR 54C	1
CL 106-KR 44	1
CL 8-KR 83	1
AV AVENIDA BOYACA-TR 60 E	1
AV AVENIDA PRIMERO DE MAYO-KR 7B E	1
AC 138-KR 50	1
AV AVENIDA LUIS CARLOS GALAN-CL 22	1
DG 73A-KR 34 S	1
AV AVENIDA CIUDAD DE CALI-CL 84A S	1
KR 24D-CL 20 S	1
KR 91-CL 22	1
KR 78A-CL 45 S	1
CL 70B-KR 78C S	1
KR 24-DG 60	1
KR 25-CL 55A S	1
CL 5A-KR 81C	1
KR 2G-CL 37 S	1
CL 77A-KR 69A	1
KR 25-CL 70	1
KR 25-CL 45C	1
KR 10-CL 23 ES	1
KR 126A-CL 135B	1
CL 116A-KR 71D	1
TR 1-CL 76 E	1
KR 20B-CL 63	1
CL 129-KR 105	1
KR 50-CL 23B	1
AV AVENIDA CARACAS-AC 28 S	1
CL 59-KR 77M S	1
KR 79B-CL 59 S	1
CL 68-KR 74A	1
CL 57B-KR 84A S	1
KR 3-CL 102B E	1
CL 56F-KR 99D S	1
CL 30-KR 4 SE	1
AK 30-CL 32	1
AV AVENIDA LUIS CARLOS GALAN-KR 38	1
KR 78-CL 79	1
CL 175A-KR 52A	1
KR 94-CL 73	1
KR 79B-CL 47A S	1
CL 69A-KR 117A	1
KR 78H-CL 26 S	1
CL 69D-KR 14 S	1
AK 72-CL 129	1
KR 78A-CL 38 S	1
KR 27-CL 37	1
KR 16-CL 65	1
AC 57R-KR 73 S	1
TR 120-CL 77	1
AK 58-CL 132	1
KR 71C-CL 8 S	1
KR 35-CL 49B S	1
CL 28-KR 30 S	1
KR 90-CL 59B S	1
AK 68-CL 2C	1
CL 90A-KR 86A	1
KR 89B-CL 49B S	1
KR 89-CL 22	1
AK 7A-CL 201	1
CL 98C-KR 6F SE	1
KR 62-CL 77	1
AV AVENIDA DE LAS AMERICAS-CL 39B	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 55	1
CL 14-KR 21	1
CL 79-KR 18F S	1
AK 7-CL 7	1
AC 45-KR 50A S	1
CL 69J-KR 29 S	1
KR 78-CL 71C S	1
KR 17D-CL 61A S	1
AV AVENIDA CIUDAD DE CALI-CL 21C	1
AV AVENIDA CIUDAD DE CALI-KR 133A	1
CL 163-KR 48	1
CL 66-KR 27BBIS	1
CL 46-KR 20	1
CL 129-KR 21	1
CL 63-KR 3	1
CL 24-KR 68F	1
KR 3A-CL 60A	1
KR 72-CL 52	1
CL 151-KR 103	1
CL 48C-KR 22D S	1
KR 85I-CL 52C	1
CL 57-KR 62	1
KR 5C-CL 35 ES	1
CL 103-KR 63	1
CL 49C-KR 5C	1
DG 42A-KR 81H S	1
AV AVENIDA LUIS CARLOS GALAN-KR 80B	1
CL 128B-KR 53C	1
AV AVENIDA LUIS CARLOS GALAN-CL 81	1
TR 18B-CL 70 S	1
KR 3-CL 69A	1
CL 7-KR 19	1
TR 60-CL 128BIS	1
KR 11-CL 157A	1
TR 39-CL 63	1
KR 1A-CL 64	1
CL 70D-KR 24 S	1
KR 92-CL 8C	1
CL 38C-KR 87D	1
CL 146C-KR 76	1
AV AVENIDA JOSE CELESTINO MUTIS-KR 96	1
CL 58B-KR 18	1
TR 73A-DG 82H	1
CL 64-KR 18N S	1
KR 68H-CL 22 S	1
KR 22-CL 163	1
AV AVENIDA PRIMERO DE MAYO-CL 50B	1
AV AVENIDA CUIDAD DE VILLAVICENCIO-KR 71BIS	1
AV AVENIDA DEL SUR-CL 31	1
KR 83-CL 13F	1
KR 7B-CL 106	1
CL 143A-KR 143	1
AK 50-CL 22B	1
CL 17-KR 7A S	1
CL 3B-KR 3 E	1
TR 73G-CL 75B S	1
DG 45-KR 3 SE	1
AK 89B-CL 48A S	1
CL 130-KR 156A	1
KR 25-CL 63FBIS	1
KR 32-DG 52A	1
CL 4-KR 38A	1
CL 157-KR 14C	1
TR 74F-CL 40B	1
KR 33-CL 30	1
KR 19-CL 173	1
KR 14-CL 45B S	1
TR 2BBIS-CL 49D S	1
CL 66A-KR 40	1
AK 66-CL 48	1
CL 62-KR 86C S	1
AV AVENIDA JORGE ELIECER GAITAN-KR 69	1
KR 72A-CL 52	1
CL 83-KR 120	1
CL 146A-KR 97	1
KR 70B-CL 4	1
KR 103B-CL 153	1
CL 23-KR 9	1
TR 94-CL 80D	1
CL 49-KR 86B S	1
CL 17-KR 4 E	1
KR 80K-CL 74D S	1
AK 11-CL 100	1
AC 43-TR 78H S	1
TR 97-CL 19A	1
AC 22-KR 111	1
KR 26-CL 4 S	1
AV AVENIDA SUBA-CL 95B	1
KR 66A-CL 44	1
KR 9B-CL 28 ES	1
KR 19A-CL 130 ES	1
KR 52A-CL 37A S	1
KR 14-CL 60DBIS ES	1
AV AVENIDA DEL SUR-DG 52C	1
KR 14-CL 66A ES	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 88C S	1
DG 54-KR 21	1
TR 26A-CL 14 S	1
AK 86-CL 84A	1
DG 61-KR 22 S	1
CL 12-KR 14	1
KR 11A-CL 81	1
DG 73H-KR 78F	1
CL 38B-KR 93A S	1
AV AVENIDA DEL SUR-KR 36	1
AK 86-CL 6B	1
KR 31D-CL 5A	1
KR 13G-CL 33 S	1
KR 41-CL 157	1
CL 171-KR 112	1
CL 24C-KR 44	1
AC 24-KR 119B	1
KR 5A-CL 86	1
TR 33-CL 49B S	1
CL 78-KR 69Q	1
KR 17H-CL 92B S	1
AC 17-KR 138A	1
AK 70-CL 74C	1
KR 89B-CL 56FBIS	1
KR 21-CL 61B S	1
CL 60-KR 14A	1
CL 22A-KR 9D S	1
KR 90BIS-CL 76	1
KR 145-CL 143	1
AK 24-CL 74	1
CL 48J-TR 5A S	1
CL 119-KR 07	1
CL 176-KR 48A	1
AV AVENIDA BOYACA-KR 56A	1
KR 12-CL 15	1
KR 103B-CL 152D	1
CL 40D-KR 2DBIS SE	1
KR 30-CL 27A	1
CL 66A-KR 75 S	1
CL 59B-KR 48G S	1
KR 119-CL 63A	1
KR 29-CL 2A ES	1
KR 78B-CL 63 S	1
CL 1B-KR 8 SE	1
TR 13G-DG 45F S	1
KR 64-CL 2	1
KR 1A-CL 43A ES	1
AC 24-KR 38	1
KR 5-CL 74 ES	1
CL 130D-KR 109	1
CL 71-KR 89B S	1
DG 96-KR 94	1
CL 183-KR 50C	1
AK 7-CL 35	1
KR 94A-CL 41 S	1
CL 40-KR 86	1
AC 39-KR 2	1
CL 42G-KR 89	1
TR 20-DG 19 S	1
AK 106-CL 23B	1
CL 74D-KR 80 S	1
CL 63-KR 42	1
DG 45A-KR 15 SE	1
KR 81-CL 13D S	1
AV AVENIDA BOYACA-CL 69F	1
CL 78-KR 120	1
KR 19A-CL 89	1
CL 6-KR 7 SE	1
AC 72-KR 84	1
CL 161-KR 92	1
CL 67-KR 30	1
CL 66A-KR 58	1
KR 68-CL 25A	1
CL 139-KR 28	1
CL 69B-KR 119B	1
CL 59C-KR 46 S	1
AK 71-CL 70	1
CL 49-KR 1C SE	1
CL 70-KR 78C S	1
CL 45-KR 5	1
DG 86-KR 102	1
CL 91-KR 89A	1
KR 10K-CL 53 S	1
AV AVENIDA PRIMERO DE MAYO-KR 43B	1
CL 124-KR 19A	1
KR 19B-CL 93	1
AK 36-CL 23A	1
CL 11A-KR 88 S	1
CL 160-KR 8	1
TR 73C-CL 73 S	1
CL 100-KR 60A	1
KR 84A-CL 71B	1
KR 69B-CL 34	1
KR 1-CL 90B ES	1
CL 144A-KR 143	1
TR 35BIS-CL 30 S	1
KR 68G-CL 37D S	1
CL 40F-KR 74C S	1
CL 49-KR 94 S	1
CL 185-KR 13	1
KR 18D-CL 57 S	1
DG 167-TR 13D	1
CL 58C-KR 45A S	1
KR 27-CL 71L	1
CL 145-KR 132	1
TR 26-AC 57	1
KR 3B-CL 36D ES	1
KR 18P-CL 69 S	1
KR 73B-CL 6A	1
KR 80-CL 70B	1
CL 65D-KR 88C	1
CL 72-KR 79B	1
CL 63-KR 96 S	1
CL 134-KR 8	1
CL 63-KR 02	1
AV AVENIDA JORGE ELIECER GAITAN-KR 37	1
TR 13F-DG 45C S	1
KR 50-CL 2BBIS	1
CL 42F-KR 87I S	1
KR 12-CL 18A S	1
AK 57-CL 58A S	1
KR 100-CL 76	1
DG 82B-TR 76	1
KR 87F-CL 342A S	1
KR 52-CL 127	1
KR 95F-CL 86A	1
CL 132D-KR 141C	1
CL 75-KR 22 S	1
CL 43-KR 73 S	1
KR 28B-CL 67	1
CL 140A-KR 103F	1
KR 8-CL 91 S	1
AV AVENIDA CORDOBA-CL 117	1
KR 19-CL 7BIS	1
DG 76BIS-AK 30	1
KR 89-CL 5A S	1
TR 6-CL 88A S	1
KR 84F-CL 145	1
CL 77-KR 17L S	1
CL 102-KR 7 SE	1
AC 153-KR 52	1
KR 74D-DG 47	1
CL 66-KR 98BIS	1
AV AVENIDA BOYACA-KR 8 E	1
KR 95-CL 76	1
KR 19-CL 13 S	1
KR 64-CL 79BIS	1
CL 22B-KR 43A	1
KR 80-CL 65D S	1
KR 13-CL 90	1
CL 139-KR 128A	1
KR 60-CL 19	1
CL 127C-KR 93	1
CL 47-KR 79 S	1
AC 61-KR 23D	1
KR 102-CL 55 S	1
CL 7A-KR 71F	1
CL 100-KR 23H	1
CL 6-KR 87F	1
CL 134-KR 58B	1
KR 69-CL 20 S	1
KR 70B-CL 22	1
CL 116-KR 188	1
TR 94-DG 128C	1
CL 63-KR 99 S	1
KR 15A-CL 6 S	1
TR 53-CL 17	1
CL 53-KR 79 S	1
CL 1CBIS-KR 11	1
AK 72FBIS-CL 39I S	1
CL 69B-KR 110	1
KR 4-CL 71F S	1
TR 4C-CL 35C ES	1
AC 36-KR 26 S	1
CL 70-KR 23A	1
CL 19-TR 38	1
KR 14-CL 59B S	1
KR 87B-CL 128	1
CL 56-KR 16A	1
CL 11A-KR 19B S	1
CL 93A-KR 14 S	1
CL 66-KR 76 S	1
CL 20-KR 68	1
CL 140A-KR 109B	1
CL 76A-KR 9A SE	1
CL 63B-KR 115	1
KR 41-CL 80B S	1
CL 89-KR 7	1
KR 9A-CL 75 S	1
CL 23-KR 18B	1
DG 16-KR 102	1
TR 78D-CL 71 S	1
CL 42B-KR 82A	1
CL 113-KR 157	1
AV AVENIDA BOYACA-CL 170 S	1
KR 19-CL 27	1
KR 454-CL 106	1
AC 13-KR 16A	1
KR 17M-CL 64C S	1
KR 113-CL 236	1
CL 93-KR 1 S	1
KR 9-CL 6C	1
AK 27-CL 12B	1
KR 78A-CL 58 S	1
KR 73-CL 70B S	1
CL 11-KR 8A SE	1
CL 78C-KR 17A	1
KR 145-CL 132D	1
CL 25-KR 2B	1
KR 82-CL 69A	1
DG 48Y-TR 5Q S	1
CL 79A-KR 86	1
AV AVENIDA DEL SUR-KR 44	1
KR 687D-CL 17A	1
KR 18B-CL 73A S	1
CL 91-KR 90	1
KR 78H-CL 65F S	1
CL 16H-KR 97B	1
CL 43-KR 78P S	1
CL 179-KR 55	1
KR 8C-CL 10 S	1
KR 103A-CL 17A	1
CL 64I-KR 77A	1
AV AVENIDA CIUDAD DE CALI-CL 51C	1
CL 1C-KR 14	1
AV AVENIDA LUIS CARLOS GALAN-CL 68A	1
CL 132-KR 7	1
AV AVENIDA BOYACA-CL 184	1
CL 86A-KR 24	1
CL 159B-KR 7DBIS	1
CL 168-KR 86	1
CL 147-KR 79	1
CL 18-KR 1 S	1
KR 88-CL 13	1
AV AVENIDA PRIMERO DE MAYO-CL 19B S	1
KR 112-CL 77	1
KR 8A-CL 8A ES	1
CL 107-TR 78 S	1
CL 72-KR 106F	1
KR 86B-CL 54B S	1
KR 52-CL 19	1
CL 4-KR 78	1
KR 28B-CL 75ABIS	1
KR 111-CL 23G	1
AV AVENIDA DEL SUR-CL 115	1
AK 68-CL 70D S	1
CL 170-KR 114	1
KR 80-CL 70B S	1
AC 71-KR 82 S	1
AC 23-KR 65	1
KR 11-CL 47 ES	1
CL 55-KR 1 S	1
CL 1-KR 24B S	1
AV AVENIDA CIRCUNVALAR-CL 46A	1
CL 76BIS-KR 14 SE	1
KR 77P-CL 50 S	1
CL 51-KR 1	1
KR 68X-CL 19	1
CL 74A-KR 27A	1
KR 24-CL 73BIS	1
KR 72D-CL 70 S	1
AV AVENIDA CENTENARIO-KR 112A	1
CL 15C-KR 53D	1
KR 64A-CL 4G	1
KR 24C-DG 45 S	1
DG 36-KR 2A S	1
AC 138-KR 118	1
AC 63-TR 59A	1
KR 16-CL 164	1
AV AVENIDA PRIMERA DE MAYO-KR 54	1
CL 13X-KR 50	1
CL 51C-KR 81B	1
AK 83-DG 3 S	1
CL 67-KR 57	1
AC 39-KR 15	1
KR 119-CL 83A	1
CL 83A-KR 15	1
CL 116-TR 56	1
CL 165-KR 7A	1
AV AVENIDA PRIMERO DE MAYO-KR 32	1
AV AVENIDA CARACAS-KR 68 E	1
KR 92-CL 61 S	1
AK 86-CL 42A S	1
CL 28-KR 5 SE	1
KR 1-CL 95A	1
AK 104-CL 148	1
KR 52-CL 49B S	1
TR 93-CL 53A	1
AK 14-CL 7	1
CL 77-KR 29B	1
DG 49-KR 14 S	1
CL 3-KR 387	1
DG 39-TR 14 SE	1
AC 147-KR 45	1
CL 2-KR 13	1
CL 16-KR 109	1
KR 89D-CL 53 S	1
DG 48-KR 18 S	1
AC 44-KR 33 S	1
CL 42-KR 33 S	1
CL 65B-KR 77J S	1
TR 5Y-DG 48LBIS S	1
AC 22-KR 103	1
TR 73DBIS-DG 66 S	1
AC 56A-KR 27 S	1
KR 53-CL 26	1
AV AVENIDA CHILE-KR 69D	1
KR 103-CL 23HBIS	1
KR 44A-CL 22	1
AV AVENIDA BOLIVIA-CL 7A	1
KR 87K-CL 71J S	1
AC 53-KR 15	1
AC 26-KR 64	1
CL 6-KR 47A	1
KR 78-DG 69B S	1
AV AVENIDA SUBA-CL 13D	1
CL 57-KR 87F S	1
AV AVENIDA PRIMERA DE MAYO-CL 12B	1
AV AVENIDA CIRCUNVALAR-KR 45	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 78P	1
AC 17-KR 27	1
TR 3-AC 49	1
CL 56B-KR 72A S	1
KR 14-DG 69A S	1
CL 57-KR 86BISA S	1
AK 1-CL 45	1
KR 8-CL 4 S	1
KR 106-CL 75C S	1
KR 57A-CL 60	1
AV AVENIDA SUBA-DG 135	1
CL 64-KR 05 SE	1
KR 3-CL 27A ES	1
KR 63-CL 100	1
DG 77-KR 120A	1
KR 68D-CL 39A S	1
CL 102-KR 97	1
KR 50-CL 637A S	1
CL 65-KR 95B S	1
KR 136-CL 41	1
KR 18-CL 95	1
CL 27-KR 23	1
CL 90-KR 18 S	1
KR 89-CL 54D S	1
CL 48Y-KR 5P S	1
KR 120-CL 22J	1
CL 19-KR 1A	1
CL 25B-KR 85B	1
CL 52A-KR 85K	1
KR 1-CL 97A S	1
KR 52-CL 51 S	1
AV AVENIDA BOYACA-KR 18D	1
DG 2ABIS-KR 6 E	1
AK 86-CL 38BISB S	1
CL 64-KR 112N	1
CL 80-KR 96L	1
CL 40-KR 69	1
AV AVENIDA PRIMERA DE MAYO-AK 13	1
DG 54-KR 18B S	1
KR 28-CL 61	1
AK 13-CL 72	1
CL 70B-KR 107C	1
KR 110F-CL 63	1
KR 7C-CL 71	1
CL 14-KR 46	1
CL 71F-KR 79D S	1
AK 14-CL 94 ES	1
KR 46A-CL 80 S	1
AC 24-KR 106	1
DG 39-KR 5	1
DG 25G-TR 95B	1
CL 76A-KR 46 S	1
AK 10-CL 19 S	1
CL 71B-KR 87	1
CL 43-KR 84J S	1
KR 21-CL 194	1
KR 45-CL 58	1
DG 8B-KR 102	1
AC 93BIS-KR 19	1
KR 20A-CL 13 S	1
AK 14-CL 56	1
CL 37B-KR 68C S	1
CL 46-KR 72K S	1
CL 34-KR 87C S	1
AV AVENIDA DE LAS AMERICAS-CL 67A	1
AV AVENIDA BOYACA-KR 119	1
CL 13-KR 9G	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 78C	1
KR 31-CL 56	1
KR 26-CL 1A	1
KR 28A-CL 63L	1
CL 146-KR 54B	1
AV AVENIDA CIRCUNVALAR-CL 93 S	1
AC 72-KR 64	1
KR 1F-CL 48X S	1
CL 113-KR 13	1
TR 23-CL 96	1
CL 142-KR 142	1
TR 15-CL 61 ES	1
KR 63-CL 17A	1
KR 26-CL 12B	1
CL 170-KR 88	1
DG 7-KR 2A SE	1
KR 14-CL 55	1
CL 64BBIS-KR 85J	1
KR 68A-CL 37BIS S	1
AV AVENIDA DE LAS AMERICAS-TR 3G	1
CL 157-KR 45	1
CL 17-TR 97	1
KR 17-CL 122	1
KR 30-CL 12A	1
KR 35A-CL 1F	1
KR 129-CL 23	1
KR 52-CL 24 S	1
AC 24-KR 68ABIS	1
CL 69-KR 11C SE	1
DG 15A-AK 99	1
CL 114-KR 11	1
CL 46D-KR 16C SE	1
KR 87BIS-CL 39A S	1
CL 24-KR 117A	1
KR 103C-DG 86A	1
KR 53B-CL 4C	1
KR 80-CL 33 S	1
CL 42-KR 23B S	1
CL 80B-KR 40 S	1
TR 85-AC 64H	1
AV AVENIDA DEL SUR-CL 72F	1
KR 48G-CL 57A S	1
KR 73-CL 67	1
CL 26-KR 99 S	1
CL 62-KR 43C S	1
AC 3-KR 34A	1
KR 65-CL 60A S	1
